id,trn,n_trn
tri02592,NCT04384458,1
tri02593,NCT04385251,1
tri02594,NCT04385901,1
tri02595,NCT04385940,1
tri02596,NCT04389567,1
tri02597,NCT04389580,1
tri02598,NCT04392414,1
tri02599,NCT04393246,1
tri02600,NCT04394416,1
tri02601,NCT04395508,1
tri02602,NCT04395924,1
tri02603,NCT04400279,1
tri02604,NCT04403607,1
tri02605,NCT04408066,1
tri02606,NCT04408183,1
tri02607,NCT04408326,1
tri02608,NCT04409496,1
tri02609,NCT04409574,1
tri02610,NCT04409834,1
tri02611,NCT04410484,1
tri02612,NCT04411446,1
tri02613,NCT04411459,1
tri02614,NCT04411576,1
tri02615,NCT04411667,1
tri02616,NCT04411784,1
tri02617,NCT04412018,1
tri02618,NCT04412031,1
tri02619,NCT04412538,1
tri02620,NCT04412551,1
tri02621,NCT04412746,1
tri02622,NCT04412772,1
tri02623,NCT04412785,1
tri02624,NCT04413006,1
tri02625,NCT04413045,1
tri02626,NCT04413838,1
tri02627,NCT04413864,1
tri02628,NCT04413955,1
tri02629,NCT04413968,1
tri02630,NCT04414059,1
tri02631,NCT04414098,1
tri02632,NCT04414124,1
tri02633,NCT04414371,1
tri02634,NCT04414410,1
tri02635,NCT04414631,1
tri02636,NCT04414904,1
tri02637,NCT04415073,1
tri02638,NCT04415151,1
tri02639,NCT04416009,1
tri02640,NCT04416048,1
tri02641,NCT04416061,1
tri02642,NCT04416100,1
tri02643,NCT04416113,1
tri02644,NCT04416139,1
tri02645,NCT04416256,1
tri02646,NCT04416308,1
tri02647,NCT04416360,1
tri02648,NCT04416373,1
tri02649,NCT04416438,1
tri02650,NCT04416919,1
tri02651,NCT04417270,1
tri02652,NCT04417335,1
tri02653,NCT04418544,1
tri02654,NCT04418947,1
tri02655,NCT04419025,1
tri02656,ISRCTN14447421,1
tri02657,ISRCTN59048638,1
tri02658,ISRCTN55886926,1
tri02659,ISRCTN15324611,1
tri02660,ChiCTR2000033872,1
tri02661,ChiCTR2000033830,1
tri02662,ChiCTR2000033798,1
tri02663,ChiCTR2000033782,1
tri02664,ChiCTR2000033781,1
tri02665,ChiCTR2000033780,1
tri02666,ChiCTR2000033774,1
tri02667,ChiCTR2000033745,1
tri02668,ChiCTR2000033723,1
tri02669,ChiCTR2000033720,1
tri02670,ChiCTR2000033719,1
tri02671,ChiCTR2000033705,1
tri02672,EUCTR2020-001257-51,1
tri02673,EUCTR2020-001363-85,1
tri02674,EUCTR2020-001270-29,1
tri02675,EUCTR2020-001376-15,1
tri02676,EUCTR2020-001411-25,1
tri02677,EUCTR2020-001498-63,1
tri02678,EUCTR2020-001264-28,1
tri02679,EUCTR2020-001937-11,1
tri02680,EUCTR2020-001244-26,1
tri02681,DRKS00021439,1
tri02682,DRKS00021443,1
tri02683,DRKS00021447,1
tri02684,DRKS00021416,1
tri02685,DRKS00021420,1
tri02686,DRKS00021424,1
tri02687,DRKS00021432,1
tri02688,DRKS00021468,1
tri02689,DRKS00021399,1
tri02690,DRKS00021395,1
tri02691,DRKS00021516,1
tri02692,DRKS00021521,1
tri02693,DRKS00021523,1
tri02694,DRKS00021522,1
tri02695,DRKS00021527,1
tri02696,DRKS00021506,1
tri02697,DRKS00021514,1
tri02698,DRKS00021574,1
tri02699,DRKS00021573,1
tri02700,DRKS00021575,1
tri02701,DRKS00021578,1
tri02702,DRKS00021537,1
tri02703,DRKS00021585,1
tri02704,DRKS00021588,1
tri02705,DRKS00021581,1
tri02706,DRKS00021582,1
tri02707,DRKS00021591,1
tri02708,DRKS00021206,1
tri02709,DRKS00021208,1
tri02710,DRKS00021214,1
tri02711,DRKS00021255,1
tri02712,DRKS00021254,1
tri02713,DRKS00021226,1
tri02714,DRKS00021225,1
tri02715,DRKS00021220,1
tri02716,DRKS00021231,1
tri02717,DRKS00021166,1
tri02718,DRKS00021161,1
tri02719,DRKS00021164,1
tri02720,DRKS00021145,1
tri02721,DRKS00021152,1
tri02722,DRKS00021153,1
tri02723,DRKS00021186,1
tri02724,DRKS00021301,1
tri02725,DRKS00021306,1
tri02726,DRKS00021289,1
tri02727,DRKS00021295,1
tri02728,DRKS00021297,1
tri02729,DRKS00021268,1
tri02730,DRKS00021276,1
tri02731,DRKS00021270,1
tri02732,DRKS00021273,1
tri02733,DRKS00021134,1
tri02734,DRKS00022057,1
tri02735,DRKS00022054,1
tri02736,DRKS00022067,1
tri02737,DRKS00022071,1
tri02738,DRKS00022083,1
tri02739,DRKS00022088,1
tri02740,DRKS00021815,1
tri02741,DRKS00021823,1
tri02742,DRKS00021810,1
tri02743,DRKS00021605,1
tri02744,DRKS00021611,1
tri02745,DRKS00021612,1
tri02746,DRKS00021638,1
tri02747,DRKS00021653,1
tri02748,DRKS00021630,1
tri02749,DRKS00021688,1
tri02750,DRKS00021680,1
tri02751,DRKS00021699,1
tri02752,DRKS00021698,1
tri02753,DRKS00021658,1
tri02754,DRKS00021664,1
tri02755,DRKS00021675,1
tri02756,DRKS00021677,1
tri02757,DRKS00021676,1
tri02758,DRKS00021671,1
tri02759,DRKS00021727,1
tri02760,DRKS00021729,1
tri02761,DRKS00021732,1
tri02762,DRKS00021706,1
tri02763,DRKS00021709,1
tri02764,DRKS00021757,1
tri02765,DRKS00021763,1
tri02766,DRKS00021772,1
tri02767,DRKS00021775,1
tri02768,DRKS00021740,1
tri02769,DRKS00021752,1
tri02770,DRKS00021791,1
tri02771,SLCTR/2020/011,1
tri02772,IRCT20200128046294N2,1
tri02773,IRCT20200314046774N1,1
tri02774,IRCT20200324046850N3,1
tri02775,IRCT20180923041093N3,1
tri02776,IRCT20180923041093N4,1
tri02777,IRCT20200324046850N1,1
tri02778,IRCT20200318046812N1,1
tri02779,IRCT20190810044500N5,1
tri02780,IRCT20180725040596N2,1
tri02781,IRCT20200404046947N1,1
tri02782,IRCT20151228025732N52,1
tri02783,IRCT20081027001411N3,1
tri02784,IRCT20091201002804N12,1
tri02785,IRCT20200217046526N1,1
tri02786,IRCT20200411047016N1,1
tri02787,IRCT20190727044343N3,1
tri02788,IRCT20200223046586N2,1
tri02789,IRCT20081019001369N6,1
tri02790,IRCT20091012002582N21,1
tri02791,IRCT20200325046859N2,1
tri02792,IRCT20190418043307N1,1
tri02793,IRCT20200411047019N1,1
tri02794,IRCT20150303021315N19,1
tri02795,IRCT20080901001165N59,1
tri02796,IRCT20200209046427N1,1
tri02797,IRCT20200428047228N1,1
tri02798,IRCT20200501047259N1,1
tri02799,IRCT20200115046144N2,1
tri02800,IRCT20131129015584N3,1
tri02801,IRCT20150107020592N25,1
tri02802,IRCT20200502047268N1,1
tri02803,IRCT20200503047280N1,1
tri02804,IRCT20200418047126N1,1
tri02805,IRCT20200405046951N1,1
tri02806,IRCT20170211032494N3,1
tri02807,IRCT20081011001323N25,1
tri02808,IRCT20200421047150N1,1
tri02809,IRCT20180923041093N6,1
tri02810,IRCT20200509047360N1,1
tri02811,IRCT20140428017469N1,1
tri02812,IRCT20200506047323N2,1
tri02813,IRCT20200509047373N1,1
tri02814,IRCT20151227025726N15,1
tri02815,IRCT20150716023235N15,1
tri02816,IRCT20200510047383N1,1
tri02817,IRCT20120215009014N355,1
tri02818,IRCT20200511047396N1,1
tri02819,IRCT20170731035423N2,1
tri02820,IRCT20090609002017N35,1
tri02821,IRCT20080901001165N55,1
tri02822,IRCT20080901001165N53,1
tri02823,IRCT20200428047228N2,1
tri02824,IRCT20080901001165N60,1
tri02825,IRCT20200506047323N1,1
tri02826,IRCT20080901001165N56,1
tri02827,IRCT20200405046960N2,1
tri02828,IRCT20200516047462N1,1
tri02829,IRCT20151227025726N17,1
tri02830,IRCT20200516047468N1,1
tri02831,IRCT20150107020592N23,1
tri02832,IRCT20160809029275N1,1
tri02833,IRCT20151226025699N3,1
tri02834,IRCT20180608040007N2,1
tri02835,IRCT20200517047485N1,1
tri02836,IRCT20150107020592N22,1
tri02837,IRCT20200518047497N1,1
tri02838,IRCT20200519047510N1,1
tri02839,IRCT20151227025726N18,1
tri02840,IRCT20161206031256N3,1
tri02841,IRCT20080901001165N58,1
tri02842,IRCT20160126026217N4,1
tri02843,IRCT20200422047168N2,1
tri02844,IRCT20200525047562N1,1
tri02845,IRCT20200523047550N1,1
tri02846,IRCT20150107020592N24,1
tri02847,IRCT20200518047497N2,1
tri02848,IRCT20120703010178N20,1
tri02849,IRCT20200412047042N1,1
tri02850,KCT0005105,1
tri02851,LBCTR2020043459,1
tri02852,JPRN-JapicCTI-205270,1
tri02853,JPRN-jRCT1032200025,1
tri02854,JPRN-jRCTs031190227,1
tri02855,JPRN-jRCTs031190269,1
tri02856,JPRN-jRCTs031200026,1
tri02857,JPRN-jRCTs032200044,1
tri02858,JPRN-jRCTs041190120,1
tri02859,JPRN-jRCTs061200002,1
tri02860,JPRN-UMIN000039997,1
tri02861,JPRN-UMIN000040219,1
tri02862,JPRN-UMIN000040333,1
tri02863,JPRN-UMIN000040341,1
tri02864,JPRN-UMIN000040353,1
tri02865,JPRN-UMIN000040405,1
tri02866,JPRN-UMIN000040407,1
tri02867,JPRN-UMIN000040451,1
tri02868,JPRN-UMIN000040453,1
tri02869,JPRN-UMIN000040479,1
tri02870,JPRN-UMIN000040516,1
tri02871,JPRN-UMIN000040520,1
tri02872,JPRN-UMIN000040563,1
tri02873,JPRN-UMIN000040587,1
tri02874,JPRN-UMIN000040598,1
tri02875,JPRN-UMIN000040602,1
tri02876,JPRN-UMIN000040614,1
tri02877,JPRN-UMIN000040616,1
tri02878,JPRN-UMIN000040617,1
tri02879,JPRN-UMIN000040679,1
tri02880,JPRN-UMIN000040683,1
tri02881,JPRN-UMIN000040694,1
tri02882,PACTR202004801273802,1
tri02883,PACTR202004693933092,1
tri02884,PACTR202004761408382,1
tri02885,PACTR202005599385499,1
tri02886,PACTR202004893013257,1
tri02887,PACTR202005681895696,1
tri02888,PACTR202005622389003,1
tri02889,PACTR202006717277937,1
tri02890,PACTR202006899597082,1
tri02891,RBR-6m69fc,1
tri02892,RBR-9pgwfc,1
tri02893,RBR-8969zg,1
tri02894,RBR-658khm,1
tri02895,RBR-6w5tbk,1
tri02896,RBR-3k4wxb,1
tri02897,RBR-3rdhgm,1
tri02898,RBR-4vm3yy,1
tri02899,RBR-62y3h7,1
tri02900,RBR-9y32yy,1
tri02901,RBR-9d8z6m,1
tri02901,NCT04322123,2
tri02902,RBR-2dxyx4,1
tri02903,RBR-43hbks,1
tri02904,RBR-949z6v,1
tri02905,RBR-876qb5,1
tri02906,RBR-4qjzh7,1
tri02907,RPCEC00000306,1
tri02908,RPCEC00000307,1
tri02909,RPCEC00000308,1
tri02910,RPCEC00000309,1
tri02911,RPCEC00000310,1
tri02912,RPCEC00000311,1
tri02913,RPCEC00000312,1
tri02914,RPCEC00000313,1
tri02915,RPCEC00000314,1
tri02916,RPCEC00000315,1
tri02917,RPCEC00000316,1
tri02918,RPCEC00000317,1
tri02919,RPCEC00000318,1
tri02920,RPCEC00000319,1
tri02921,RPCEC00000320,1
tri02922,TCTR20200601002,1
tri02923,TCTR20200527001,1
tri02924,TCTR20200514001,1
tri02925,TCTR20200426002,1
tri02926,TCTR20200425001,1
tri02927,TCTR20200409006,1
tri02928,TCTR20200405001,1
tri02929,TCTR20200404004,1
tri02930,TCTR20200401002,1
tri02931,TCTR20200324001,1
tri02932,TCTR20200321001,1
tri02933,NCT04315298,1
tri02934,NCT04316377,1
tri02935,NCT04321928,1
tri02936,NCT04335279,1
tri02937,NCT04335305,1
tri02938,NCT04335851,1
tri02939,NCT04339426,1
tri02940,NCT04345653,1
tri02941,NCT04346420,1
tri02942,NCT04346589,1
tri02943,NCT04347382,1
tri02944,NCT04348656,1
tri02945,NCT04348942,1
tri02946,NCT04350073,1
tri02947,NCT04351139,1
tri02948,NCT04351581,1
tri02949,NCT04355702,1
tri02950,NCT04357041,1
tri02951,NCT04357444,1
tri02952,NCT04359667,1
tri02953,NCT04366323,1
tri02954,NCT04367545,1
tri02955,NCT04367662,1
tri02956,NCT04368728,1
tri02957,NCT04370223,1
tri02958,NCT04371328,1
tri02959,NCT04371744,1
tri02960,NCT04372017,1
tri02961,NCT04374565,1
tri02962,NCT04379310,1
tri02963,NCT04381923,1
tri02964,NCT04381962,1
tri02965,NCT04382495,1
tri02966,NCT04387838,1
tri02967,NCT04393636,1
tri02968,NCT04395807,1
tri02969,NCT04397510,1
tri02970,NCT04401293,1
tri02971,NCT04401436,1
tri02972,NCT04402060,1
tri02973,NCT04403100,1
tri02974,NCT04403828,1
tri02975,NCT04404270,1
tri02976,NCT04408001,1
tri02977,NCT04412265,1
tri02978,NCT04412356,1
tri02979,NCT04413747,1
tri02980,NCT04415086,1
tri02981,NCT04415879,1
tri02982,NCT04416399,1
tri02983,NCT04417374,1
tri02984,NCT04418128,1
tri02985,NCT04418193,1
tri02986,NCT04418206,1
tri02987,NCT04418245,1
tri02988,NCT04418375,1
tri02989,NCT04418505,1
tri02990,NCT04418518,1
tri02991,NCT04418531,1
tri02992,NCT04418557,1
tri02993,NCT04418609,1
tri02994,NCT04419571,1
tri02995,NCT04419623,1
tri02996,NCT04420182,1
tri02997,NCT04420260,1
tri02998,NCT04420273,1
tri02999,NCT04420286,1
tri03000,NCT04420364,1
tri03001,NCT04420390,1
tri03002,NCT04420416,1
tri03003,NCT04420468,1
tri03004,NCT04420637,1
tri03005,NCT04420676,1
tri03006,NCT04420806,1
tri03007,NCT04420988,1
tri03008,NCT04421391,1
tri03009,NCT04421534,1
tri03010,NCT04421625,1
tri03011,NCT04421664,1
tri03012,NCT04422379,1
tri03013,NCT04422418,1
tri03014,NCT04422535,1
tri03015,NCT04422691,1
tri03016,NCT04422769,1
tri03017,NCT04423042,1
tri03018,NCT04423315,1
tri03019,NCT04423692,1
tri03020,NCT04424134,1
tri03021,NCT04425616,1
tri03022,NCT03376854,1
tri03023,NCT04193878,1
tri03024,NCT04303507,1
tri03025,NCT04315987,1
tri03026,NCT04322682,1
tri03027,NCT04325906,1
tri03028,NCT04331795,1
tri03029,NCT04334460,1
tri03030,NCT04335786,1
tri03030,EUCTR2020-001320-34,2
tri03031,NCT04337320,1
tri03032,NCT04337996,1
tri03033,NCT04338074,1
tri03034,NCT04341116,1
tri03035,NCT04341922,1
tri03036,NCT04342884,1
tri03037,NCT04343651,1
tri03038,NCT04344145,1
tri03039,NCT04344288,1
tri03040,NCT04344925,1
tri03041,NCT04344977,1
tri03042,NCT04345861,1
tri03043,NCT04346121,1
tri03044,NCT04346628,1
tri03045,NCT04347174,1
tri03045,CTRI/2020/04/024846,2
tri03046,NCT04347239,1
tri03047,NCT04348409,1
tri03048,NCT04348552,1
tri03049,NCT04351152,1
tri03050,NCT04351503,1
tri03051,NCT04353596,1
tri03052,NCT04355351,1
tri03053,NCT04356495,1
tri03054,NCT04358588,1
tri03055,NCT04360278,1
tri03056,NCT04361474,1
tri03056,EUCTR2020-001667-85,2
tri03057,NCT04362813,1
tri03058,NCT04363606,1
tri03059,NCT04365595,1
tri03060,NCT04366232,1
tri03060,EUCTR2020-001963-10,2
tri03061,NCT04366245,1
tri03062,NCT04368871,1
tri03063,NCT04369599,1
tri03064,NCT04373798,1
tri03065,NCT04375098,1
tri03066,NCT04375735,1
tri03067,NCT04377711,1
tri03068,NCT04379531,1
tri03069,NCT04380961,1
tri03069,2020-003056-32,2
tri03070,NCT04381013,1
tri03071,NCT04382768,1
tri03072,NCT04383899,1
tri03073,NCT04385160,1
tri03074,NCT04386694,1
tri03075,NCT04386850,1
tri03076,NCT04388813,1
tri03077,NCT04389450,1
tri03078,NCT04389489,1
tri03079,NCT04389515,1
tri03080,NCT04390516,1
tri03081,NCT04391127,1
tri03082,NCT04391166,1
tri03083,NCT04393142,1
tri03084,NCT04394078,1
tri03085,NCT04395170,1
tri03086,NCT04399980,1
tri03087,NCT04400877,1
tri03088,NCT04403880,1
tri03089,NCT04405466,1
tri03090,NCT04407546,1
tri03091,NCT04409249,1
tri03092,NCT04409886,1
tri03093,NCT04410016,1
tri03094,NCT04410835,1
tri03095,NCT04412252,1
tri03096,NCT04412278,1
tri03097,NCT04412655,1
tri03098,NCT04414293,1
tri03099,NCT04414618,1
tri03100,NCT04415359,1
tri03101,NCT04416334,1
tri03102,NCT04420299,1
tri03103,NCT04422353,1
tri03104,NCT04422509,1
tri03105,NCT04422522,1
tri03106,NCT04422574,1
tri03107,NCT04422587,1
tri03108,NCT04422613,1
tri03109,NCT04422626,1
tri03110,NCT04422678,1
tri03111,NCT04422873,1
tri03112,NCT04423003,1
tri03113,NCT04423289,1
tri03114,NCT04423640,1
tri03115,NCT04423770,1
tri03116,NCT04423861,1
tri03117,NCT04423991,1
tri03118,NCT04424004,1
tri03119,NCT04424017,1
tri03120,NCT04424082,1
tri03121,NCT04424771,1
tri03122,NCT04424797,1
tri03123,NCT04424849,1
tri03124,NCT04424901,1
tri03125,NCT04424992,1
tri03126,NCT04425005,1
tri03127,NCT04425044,1
tri03128,NCT04425317,1
tri03129,NCT04425382,1
tri03130,NCT04425460,1
tri03131,NCT04425499,1
tri03132,NCT04425538,1
tri03133,NCT04425707,1
tri03134,NCT04425733,1
tri03135,NCT04425772,1
tri03136,NCT04425837,1
tri03137,NCT04425889,1
tri03138,NCT04425915,1
tri03139,NCT04426006,1
tri03140,NCT04426071,1
tri03141,NCT04426084,1
tri03142,NCT04426201,1
tri03143,NCT04426253,1
tri03144,NCT04426279,1
tri03145,NCT04426292,1
tri03146,NCT04426305,1
tri03147,NCT04426318,1
tri03148,NCT04426344,1
tri03149,NCT04427176,1
tri03150,NCT04427280,1
tri03151,NCT04427332,1
tri03152,NCT04427345,1
tri03153,NCT04427358,1
tri03154,NCT04427631,1
tri03155,NCT04427735,1
tri03156,NCT04428021,1
tri03157,NCT04428073,1
tri03158,NCT04428099,1
tri03159,NCT04428801,1
tri03160,NCT04429477,1
tri03161,NCT04429529,1
tri03162,NCT04429763,1
tri03163,NCT04429854,1
tri03164,ACTRN12620000501943,1
tri03165,ACTRN12620000500954,1
tri03166,ACTRN12620000674932,1
tri03167,ACTRN12620000676910,1
tri03168,ISRCTN89951424,1
tri03169,ISRCTN93266696,1
tri03170,ISRCTN94091479,1
tri03171,ISRCTN33578935,1
tri03172,ISRCTN40302986,1
tri03173,ISRCTN21363594,1
tri03174,ISRCTN28342533,1
tri03175,ISRCTN40092247,1
tri03176,ISRCTN16483855,1
tri03177,ChiCTR2000033980,1
tri03178,ChiCTR2000033960,1
tri03179,ChiCTR2000033936,1
tri03180,ChiCTR2000033919,1
tri03181,ChiCTR2000033899,1
tri03182,ChiCTR2000031707,1
tri03183,EUCTR2020-001243-15,1
tri03184,EUCTR2020-001411-25,1
tri03185,EUCTR2020-001636-95,1
tri03186,EUCTR2020-002293-28,1
tri03187,EUCTR2020-001889-10,1
tri03188,EUCTR2020-002120-37,1
tri03189,EUCTR2020-002233-15,1
tri03190,EUCTR2020-001784-88,1
tri03191,EUCTR2020-001497-30,1
tri03192,EUCTR2020-001736-95,1
tri03193,NCT04244591,1
tri03194,NCT04285190,1
tri03195,NCT04303299,1
tri03196,NCT04311177,1
tri03197,NCT04312009,1
tri03198,NCT04312243,1
tri03199,NCT04333914,1
tri03199,EUCTR2020-001373-70,2
tri03200,NCT04340414,1
tri03201,NCT04343781,1
tri03202,NCT04346446,1
tri03203,NCT04347408,1
tri03204,NCT04353128,1
tri03205,NCT04354818,1
tri03206,NCT04362319,1
tri03207,NCT04369066,1
tri03208,NCT04370262,1
tri03209,NCT04371029,1
tri03210,NCT04374643,1
tri03211,NCT04376814,1
tri03212,NCT04382053,1
tri03213,NCT04383535,1
tri03214,NCT04383730,1
tri03215,NCT04386369,1
tri03216,NCT04387214,1
tri03217,NCT04387409,1
tri03218,NCT04388709,1
tri03219,NCT04389476,1
tri03220,NCT04391140,1
tri03221,NCT04394455,1
tri03222,NCT04395716,1
tri03223,NCT04397562,1
tri03224,NCT04397900,1
tri03225,NCT04397939,1
tri03226,NCT04399733,1
tri03227,NCT04402944,1
tri03228,NCT04402957,1
tri03229,NCT04408339,1
tri03230,NCT04412057,1
tri03231,NCT04412317,1
tri03232,NCT04413071,1
tri03233,NCT04413435,1
tri03234,NCT04418284,1
tri03235,NCT04421404,1
tri03236,NCT04422340,1
tri03237,NCT04424355,1
tri03238,NCT04424836,1
tri03239,NCT04424940,1
tri03240,NCT04425213,1
tri03241,NCT04425252,1
tri03242,NCT04425759,1
tri03243,NCT04427267,1
tri03244,NCT04427865,1
tri03245,NCT04427878,1
tri03246,NCT04428268,1
tri03247,NCT04429334,1
tri03248,NCT04429555,1
tri03249,NCT04429711,1
tri03250,NCT04429724,1
tri03251,NCT04429815,1
tri03252,NCT04429828,1
tri03253,NCT04429867,1
tri03254,NCT04430062,1
tri03255,NCT04430608,1
tri03256,NCT04431180,1
tri03257,NCT04431284,1
tri03258,NCT04431297,1
tri03259,NCT04431310,1
tri03260,NCT04431453,1
tri03261,NCT04431466,1
tri03262,NCT04431856,1
tri03263,NCT04431908,1
tri03264,NCT04432272,1
tri03265,NCT04432324,1
tri03266,NCT04432948,1
tri03267,NCT04433000,1
tri03268,NCT04433039,1
tri03269,NCT04433286,1
tri03270,NCT04434131,1
tri03271,NCT04434157,1
tri03272,NCT02765191,1
tri03273,NCT03963622,1
tri03274,NCT04269525,1
tri03275,NCT04288102,1
tri03276,NCT04304053,1
tri03276,EUCTR2020-001031-27,2
tri03277,NCT04308668,1
tri03278,NCT04312997,1
tri03279,NCT04313023,1
tri03280,NCT04314232,1
tri03281,NCT04318366,1
tri03282,NCT04320472,1
tri03283,NCT04320732,1
tri03284,NCT04323592,1
tri03285,NCT04323761,1
tri03286,NCT04323800,1
tri03287,NCT04324463,1
tri03288,NCT04325646,1
tri03289,NCT04328285,1
tri03290,NCT04329533,1
tri03291,NCT04329611,1
tri03292,NCT04331366,1
tri03293,NCT04331899,1
tri03294,NCT04332991,1
tri03295,NCT04335136,1
tri03296,NCT04337918,1
tri03297,NCT04339790,1
tri03298,NCT04341285,1
tri03299,NCT04341688,1
tri03300,NCT04342689,1
tri03301,NCT04342897,1
tri03302,NCT04343261,1
tri03303,NCT04343729,1
tri03304,NCT04343976,1
tri03305,NCT04344561,1
tri03306,NCT04344587,1
tri03307,NCT04345419,1
tri03308,NCT04346277,1
tri03309,NCT04346355,1
tri03309,EUCTR2020-001386-37,2
tri03310,NCT04346615,1
tri03311,NCT04347954,1
tri03312,NCT04349241,1
tri03313,NCT04350593,1
tri03314,NCT04351347,1
tri03315,NCT04352491,1
tri03316,NCT04353180,1
tri03317,NCT04353284,1
tri03318,NCT04353336,1
tri03319,NCT04353674,1
tri03320,NCT04354441,1
tri03321,NCT04354519,1
tri03322,NCT04354792,1
tri03323,NCT04354805,1
tri03324,NCT04355728,1
tri03325,NCT04355767,1
tri03326,NCT04356534,1
tri03327,NCT04356937,1
tri03328,NCT04357028,1
tri03329,NCT04357535,1
tri03330,NCT04357639,1
tri03331,NCT04357730,1
tri03332,NCT04358068,1
tri03333,NCT04358380,1
tri03334,NCT04358549,1
tri03335,NCT04358835,1
tri03336,NCT04359277,1
tri03337,NCT04360824,1
tri03338,NCT04361396,1
tri03339,NCT04361552,1
tri03340,NCT04362137,1
tri03341,NCT04362332,1
tri03342,NCT04362865,1
tri03343,NCT04363203,1
tri03344,NCT04363385,1
tri03345,NCT04363463,1
tri03346,NCT04363853,1
tri03347,NCT04364737,1
tri03348,NCT04364763,1
tri03349,NCT04364893,1
tri03350,NCT04365101,1
tri03351,NCT04365582,1
tri03352,NCT04366778,1
tri03353,NCT04366791,1
tri03354,NCT04366986,1
tri03355,NCT04367740,1
tri03356,NCT04368897,1
tri03357,NCT04368923,1
tri03358,NCT04369742,1
tri03359,NCT04370834,1
tri03360,NCT04371354,1
tri03361,NCT04371393,1
tri03362,NCT04371419,1
tri03363,NCT04371432,1
tri03364,NCT04371471,1
tri03365,NCT04371822,1
tri03366,NCT04372186,1
tri03367,NCT04373460,1
tri03368,NCT04373707,1
tri03369,NCT04373733,1
tri03370,NCT04373759,1
tri03371,NCT04375397,1
tri03372,NCT04375761,1
tri03373,NCT04376684,1
tri03374,NCT04376775,1
tri03375,NCT04377100,1
tri03376,NCT04377334,1
tri03377,NCT04377568,1
tri03378,NCT04377620,1
tri03379,NCT04377776,1
tri03380,NCT04380818,1
tri03381,NCT04382586,1
tri03382,NCT04382651,1
tri03383,NCT04382794,1
tri03384,NCT04383444,1
tri03385,NCT04383457,1
tri03386,NCT04383613,1
tri03387,NCT04384055,1
tri03388,NCT04385238,1
tri03389,NCT04386252,1
tri03390,NCT04386616,1
tri03391,NCT04387656,1
tri03392,NCT04387760,1
tri03393,NCT04387799,1
tri03394,NCT04388826,1
tri03395,NCT04389411,1
tri03396,NCT04389710,1
tri03397,NCT04389840,1
tri03398,NCT04390126,1
tri03399,NCT04391309,1
tri03400,NCT04391816,1
tri03401,NCT04392219,1
tri03402,NCT04392973,1
tri03403,NCT04393311,1
tri03404,NCT04393948,1
tri03405,NCT04394117,1
tri03406,NCT04394377,1
tri03407,NCT04394793,1
tri03408,NCT04394884,1
tri03409,NCT04395300,1
tri03410,NCT04395859,1
tri03411,NCT04396353,1
tri03412,NCT04397718,1
tri03413,NCT04399005,1
tri03414,NCT04399317,1
tri03415,NCT04399889,1
tri03416,NCT04399967,1
tri03417,NCT04401449,1
tri03418,NCT04401579,1
tri03419,NCT04402866,1
tri03420,NCT04403386,1
tri03421,NCT04404361,1
tri03422,NCT04405076,1
tri03423,NCT04405570,1
tri03424,NCT04405739,1
tri03425,NCT04405908,1
tri03426,NCT04405921,1
tri03427,NCT04405934,1
tri03428,NCT04407117,1
tri03429,NCT04407130,1
tri03430,NCT04407572,1
tri03431,NCT04407585,1
tri03432,NCT04407689,1
tri03433,NCT04408248,1
tri03434,NCT04409262,1
tri03435,NCT04409925,1
tri03436,NCT04410159,1
tri03437,NCT04410354,1
tri03438,NCT04411147,1
tri03439,NCT04411628,1
tri03440,NCT04412291,1
tri03441,NCT04412304,1
tri03442,NCT04412330,1
tri03443,NCT04412668,1
tri03444,NCT04414267,1
tri03445,NCT04415060,1
tri03446,NCT04416347,1
tri03447,NCT04416464,1
tri03448,NCT04417257,1
tri03449,NCT04417673,1
tri03450,NCT04419610,1
tri03451,NCT04420247,1
tri03452,NCT04420312,1
tri03453,NCT04420338,1
tri03454,NCT04420741,1
tri03455,NCT04421027,1
tri03456,NCT04421508,1
tri03457,NCT04422470,1
tri03458,NCT04422561,1
tri03459,NCT04423978,1
tri03460,NCT04424446,1
tri03461,NCT04425031,1
tri03462,NCT04425629,1
tri03463,NCT04425720,1
tri03464,NCT04425850,1
tri03465,NCT04425863,1
tri03466,NCT04426266,1
tri03467,NCT04426695,1
tri03468,NCT04427098,1
tri03469,NCT04427137,1
tri03470,NCT04427501,1
tri03471,NCT04427566,1
tri03472,NCT04428008,1
tri03473,NCT04429620,1
tri03474,NCT04430049,1
tri03475,NCT04430322,1
tri03476,NCT04430374,1
tri03477,NCT04431414,1
tri03478,NCT04431869,1
tri03479,NCT04432051,1
tri03480,NCT04432103,1
tri03481,NCT04432298,1
tri03482,NCT04432766,1
tri03483,NCT04432779,1
tri03484,NCT04432805,1
tri03485,NCT04432870,1
tri03486,NCT04432922,1
tri03487,NCT04432961,1
tri03488,NCT04432987,1
tri03489,NCT04433013,1
tri03490,NCT04433026,1
tri03491,NCT04433078,1
tri03492,NCT04433260,1
tri03493,NCT04433312,1
tri03494,NCT04433325,1
tri03495,NCT04433364,1
tri03496,NCT04433546,1
tri03497,NCT04433754,1
tri03498,NCT04433871,1
tri03499,NCT04433910,1
tri03500,NCT04433949,1
tri03501,NCT04434118,1
tri03502,NCT04434248,1
tri03503,NCT04434261,1
